"user_id","date","dayofweek","activity_level","steps","calories","mints_asleep","time_bond","sleep_efficiency"
"8378563200","2016-04-26","Tuesday","High",16208,3763,550,584,"0.94"
"8378563200","2016-04-27","Wednesday","Medium",7359,3061,531,600,"0.89"
"8378563200","2016-04-28","Thursday","Medium",5417,2884,506,556,"0.91"
"8378563200","2016-04-29","Friday","Medium",6175,2982,527,562,"0.94"
"8378563200","2016-04-30","Saturday","low",2946,2660,468,555,"0.84"
"8378563200","2016-05-01","Sunday","High",11419,3369,475,539,"0.88"
"8378563200","2016-05-02","Monday","Medium",6064,3491,351,385,"0.91"
"8378563200","2016-05-03","Tuesday","Medium",8712,3784,405,429,"0.94"
"8378563200","2016-05-04","Wednesday","Medium",7875,3110,441,477,"0.92"
"8378563200","2016-05-05","Thursday","Medium",8567,3783,381,417,"0.91"
"8378563200","2016-05-06","Friday","Medium",7045,3644,323,355,"0.91"
"8378563200","2016-05-07","Saturday","low",4468,2799,459,513,"0.89"
"8378563200","2016-05-08","Sunday","low",2943,2685,545,606,"0.90"
"8378563200","2016-05-09","Monday","Medium",8382,3721,359,399,"0.90"
"8378563200","2016-05-10","Tuesday","Medium",6582,3586,342,391,"0.87"
"8378563200","2016-05-11","Wednesday","Medium",9143,3788,368,387,"0.95"
"8378563200","2016-05-12","Thursday","low",4561,1976,496,546,"0.91"
"8792009665","2016-04-12","Tuesday","low",2564,2044,458,493,"0.93"
"8792009665","2016-04-13","Wednesday","low",1320,1934,531,552,"0.96"
"8792009665","2016-04-14","Thursday","low",1219,1963,486,503,"0.97"
"8792009665","2016-04-15","Friday","low",2483,2009,363,377,"0.96"
"8792009665","2016-04-20","Wednesday","low",3147,2188,528,547,"0.97"
"8792009665","2016-04-22","Friday","low",4068,2419,391,407,"0.96"
"8792009665","2016-04-23","Saturday","Medium",5245,2748,339,360,"0.94"
"8792009665","2016-04-27","Wednesday","low",1758,2067,423,428,"0.99"
"8792009665","2016-04-28","Thursday","Medium",6157,2780,402,416,"0.97"
"8792009665","2016-04-29","Friday","Medium",8360,3101,398,406,"0.98"
"8792009665","2016-04-30","Saturday","Medium",7174,2896,343,360,"0.95"
"8792009665","2016-05-01","Sunday","low",1619,1962,503,527,"0.95"
"8792009665","2016-05-02","Monday","low",1831,2015,415,423,"0.98"
"8792009665","2016-05-03","Tuesday","low",2421,2297,516,545,"0.95"
"8792009665","2016-05-04","Wednesday","low",2283,2067,439,463,"0.95"
